Epoch,Train Loss,Train Acc,Val Loss,Val Acc
1,1.4326638278102781,0.45252225519287836,1.207184641668112,0.5623762376237624
2,1.030958972804978,0.6102868447082097,1.0226621351619758,0.6495049504950495
3,0.8500718873521105,0.6923837784371909,0.951592769717226,0.6554455445544555
4,0.6366361368126968,0.7710187932739861,0.8535273790359497,0.7168316831683168
5,0.44738958411943075,0.8486646884272997,1.0274999629152883,0.691089108910891
6,0.2893903457976944,0.9080118694362018,1.1112335129539566,0.691089108910891
7,0.18394735124621736,0.940158259149357,1.3220739811953932,0.7029702970297029
8,0.11154998928809615,0.9638971315529179,1.2482317306027555,0.7168316831683168
9,0.11093887428934553,0.9599406528189911,1.3993099122944446,0.695049504950495
10,0.12061405635662709,0.9638971315529179,1.4059189317250016,0.691089108910891
11,0.07354509525561133,0.9772502472799208,1.397124202180617,0.6851485148514852
12,0.07103994732278626,0.9747774480712166,1.6698500822086146,0.6851485148514852
13,0.08634737544093359,0.9762611275964391,1.4125857579826129,0.7148514851485148
14,0.031940250906565444,0.990108803165183,2.0417962468496644,0.689108910891089
15,0.028574285087056835,0.9920870425321464,1.7962801248720377,0.7128712871287128
16,0.03924609824709233,0.9915924826904056,1.8027161229955089,0.699009900990099
17,0.05109433777656583,0.9831849653808111,1.9171757513933843,0.695049504950495
18,0.021799242607125336,0.993570722057369,1.8369778382896196,0.7069306930693069
19,0.02757155327924364,0.9910979228486647,1.8747605228188013,0.7049504950495049
20,0.027147480484713552,0.9920870425321464,2.1025127033195874,0.693069306930693
21,0.021915083725015636,0.993570722057369,2.007437851877496,0.6811881188118812
22,0.022411869551422686,0.9940652818991098,1.9672575745252099,0.7049504950495049
23,0.03392999566363495,0.9940652818991098,2.1396357574085196,0.6712871287128713
24,0.03411379213141817,0.9906033630069239,2.222382573326035,0.6653465346534654
25,0.04350416067182561,0.9856577645895154,2.2151572612252566,0.691089108910891
26,0.07118132994183211,0.9777448071216617,1.7122012971651437,0.6653465346534654
27,0.03628874757380338,0.9920870425321464,2.065193868155527,0.6792079207920793
28,0.05867862361773451,0.9821958456973294,2.773321211220014,0.6356435643564357
29,0.059265615873851256,0.9826904055390703,2.212458352287217,0.6514851485148515
30,0.033917025332965874,0.9910979228486647,2.011958611955737,0.6693069306930693
31,0.03497484593780163,0.9876360039564788,2.5660920104177873,0.689108910891089
32,0.021464005784195148,0.9925816023738873,1.9708381731911462,0.7049504950495049
33,0.025554719488827937,0.9910979228486647,2.065103818402432,0.689108910891089
34,0.013196620810427185,0.9970326409495549,2.205863392235029,0.699009900990099
35,0.007029880553416717,0.9975272007912958,2.4047945964454422,0.7108910891089109
36,0.0028271947598506137,0.9995054401582592,2.5141699488800353,0.689108910891089
37,0.00505066153428607,0.9985163204747775,2.523874550762743,0.691089108910891
38,0.017173180789998216,0.993570722057369,2.734791984652529,0.689108910891089
39,0.009740349454094788,0.9980217606330366,2.358653227173456,0.6851485148514852
40,0.013229199350505476,0.9960435212660732,2.8286051219052606,0.6871287128712872
41,0.03257599293186263,0.9920870425321464,2.122975422604249,0.7108910891089109
42,0.024537523525393255,0.9915924826904056,2.5229573747899274,0.6693069306930693
43,0.05561576607065049,0.9821958456973294,2.6405157419714596,0.6435643564356436
44,0.06308622355411671,0.9772502472799208,3.453119458302413,0.6277227722772277
45,0.06807253446658423,0.9807121661721068,2.547328692379564,0.6534653465346535
46,0.053105770241106194,0.9831849653808111,1.9996065831420444,0.6851485148514852
47,0.031187500998882553,0.9915924826904056,2.35399972637101,0.6633663366336634
48,0.00903296979092629,0.9980217606330366,2.6048232375985325,0.6693069306930693
49,0.04797913736181746,0.9841740850642928,2.872108537371796,0.6594059405940594
50,0.011060782917107352,0.9955489614243324,3.072184690626541,0.6613861386138614
